NaturezaElemento - Código;AnoExercício NaturezaElemento;Situação NaturezaElemento;NaturezaElemento - Formatado;CategoriaEconômica - Código;AnoExercício CategoriaEconômica;Situação CategoriaEconômica;CategoriaEconômica - Descrição;CategoriaEconômica - Detalhe;GrupoDespesa - Código;AnoExercício GrupoDespesa;Situação GrupoDespesa;GrupoDespesa - Descrição;GrupoDespesa - Código-Descrição;GrupoDespesa - Detalhe;Modalidade - Código;AnoExercício Modalidade;Situação Modalidade;Modalidade - Descrição;Modalidade - Detalhe;ElementoDespesa - Código;AnoExercício ElementoDespesa;Situação ElementoDespesa;ElementoDespesa - Descrição;ElementoDespesa - Código-Descrição;ElementoDespesa - Detalhe;ElementoDespesa - Característica;ElementoDespesa - Regionalização;ElementoDespesa Executável S/N;ElementoItem - Código;AnoExercício ElementoItem;Situação ElementoItem;ElementoItem - Descrição;ElementoItem - Código-Descrição;NaturezaItem - Código;AnoExercício NaturezaItem;Situação NaturezaItem;NaturezaItem - Formatado
3390039;2020;ATIVO;3.3.90.039;3;2020;ATIVO;DESPESAS CORRENTES;TESTE EDIÇÃO - IMPACTO 2021. ;3;2020;ATIVO;OUTRAS DESPESAS CORRENTES;3 - OUTRAS DESPESAS CORRENTES;"ADEQUAÇÃO DO PARAMETRO ""PERMITE REGIONALIZAÇÃO"".";90;2020;ATIVO;APLICAÇÕES DIRETAS;N/A;39;2020;ATIVO;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;039 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;CARGA; ;NÃO;SIM;39012;2020;ATIVO;TARIFA DE ENERGIA ELÉTRICA;039012 - TARIFA DE ENERGIA ELÉTRICA;3190011003;#MULTIVALUE;ATIVO;3.1.90.011.003
3390039;2020;ATIVO;3.3.90.039;3;2020;ATIVO;DESPESAS CORRENTES;TESTE EDIÇÃO - IMPACTO 2021. ;3;2020;ATIVO;OUTRAS DESPESAS CORRENTES;3 - OUTRAS DESPESAS CORRENTES;"ADEQUAÇÃO DO PARAMETRO ""PERMITE REGIONALIZAÇÃO"".";90;2020;ATIVO;APLICAÇÕES DIRETAS;N/A;39;2020;ATIVO;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;039 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;CARGA; ;NÃO;SIM;39020;2020;ATIVO;LOCAÇÃO DE BENS IMÓVEIS.;039020 - LOCAÇÃO DE BENS IMÓVEIS.;3190011004;#MULTIVALUE;ATIVO;3.1.90.011.004
3390039;2020;ATIVO;3.3.90.039;3;2020;ATIVO;DESPESAS CORRENTES;TESTE EDIÇÃO - IMPACTO 2021. ;3;2020;ATIVO;OUTRAS DESPESAS CORRENTES;3 - OUTRAS DESPESAS CORRENTES;"ADEQUAÇÃO DO PARAMETRO ""PERMITE REGIONALIZAÇÃO"".";90;2020;ATIVO;APLICAÇÕES DIRETAS;N/A;39;2020;ATIVO;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;039 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;CARGA; ;NÃO;SIM;39021;2020;ATIVO;REPAROS DE EQUIPAMENTOS, INSTALAÇÕES E MATERIAL PERMANENTE;039021 - REPAROS DE EQUIPAMENTOS, INSTALAÇÕES E MATERIAL PERMANENTE;3190011006;#MULTIVALUE;ATIVO;3.1.90.011.006
3390039;2020;ATIVO;3.3.90.039;3;2020;ATIVO;DESPESAS CORRENTES;TESTE EDIÇÃO - IMPACTO 2021. ;3;2020;ATIVO;OUTRAS DESPESAS CORRENTES;3 - OUTRAS DESPESAS CORRENTES;"ADEQUAÇÃO DO PARAMETRO ""PERMITE REGIONALIZAÇÃO"".";90;2020;ATIVO;APLICAÇÕES DIRETAS;N/A;39;2020;ATIVO;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;039 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;CARGA; ;NÃO;SIM;39022;2020;ATIVO;REPAROS DE BENS IMÓVEIS.;039022 - REPAROS DE BENS IMÓVEIS.;3190011007;#MULTIVALUE;ATIVO;3.1.90.011.007
3390039;2020;ATIVO;3.3.90.039;3;2020;ATIVO;DESPESAS CORRENTES;TESTE EDIÇÃO - IMPACTO 2021. ;3;2020;ATIVO;OUTRAS DESPESAS CORRENTES;3 - OUTRAS DESPESAS CORRENTES;"ADEQUAÇÃO DO PARAMETRO ""PERMITE REGIONALIZAÇÃO"".";90;2020;ATIVO;APLICAÇÕES DIRETAS;N/A;39;2020;ATIVO;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;039 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;CARGA; ;NÃO;SIM;39026;2020;ATIVO;ENCARGOS FINANCEIROS;039026 - ENCARGOS FINANCEIROS;3190011008;#MULTIVALUE;ATIVO;3.1.90.011.008
3390041;2020;ATIVO;3.3.90.041;3;2020;ATIVO;DESPESAS CORRENTES;TESTE EDIÇÃO - IMPACTO 2021. ;3;2020;ATIVO;OUTRAS DESPESAS CORRENTES;3 - OUTRAS DESPESAS CORRENTES;"ADEQUAÇÃO DO PARAMETRO ""PERMITE REGIONALIZAÇÃO"".";90;2020;ATIVO;APLICAÇÕES DIRETAS;N/A;41;2020;ATIVO;CONTRIBUIÇÕES;041 - CONTRIBUIÇÕES;CARGA; ;NÃO;SIM;41005;2020;ATIVO;CONTRIBUIÇÕES À FUNDAÇÃO DE PREVIDÊNCIA COMPLEMENTAR DO ESTADO DE MINAS GERAIS -PREVCOM-MG;041005 - CONTRIBUIÇÕES À FUNDAÇÃO DE PREVIDÊNCIA COMPLEMENTAR DO ESTADO DE MINAS GERAIS -PREVCOM-MG;3190011009;#MULTIVALUE;ATIVO;3.1.90.011.009
3390046;2020;ATIVO;3.3.90.046;3;2020;ATIVO;DESPESAS CORRENTES;TESTE EDIÇÃO - IMPACTO 2021. ;3;2020;ATIVO;OUTRAS DESPESAS CORRENTES;3 - OUTRAS DESPESAS CORRENTES;"ADEQUAÇÃO DO PARAMETRO ""PERMITE REGIONALIZAÇÃO"".";90;2020;ATIVO;APLICAÇÕES DIRETAS;N/A;46;2020;ATIVO;AUXÍLIO-ALIMENTAÇÃO;046 - AUXÍLIO-ALIMENTAÇÃO;CARGA; ;NÃO;SIM;46001;2020;ATIVO;AUXÍLIO ALIMENTAÇÃO - PECÚNIA;046001 - AUXÍLIO ALIMENTAÇÃO - PECÚNIA;3190011012;#MULTIVALUE;ATIVO;3.1.90.011.012
3390047;2020;ATIVO;3.3.90.047;3;2020;ATIVO;DESPESAS CORRENTES;TESTE EDIÇÃO - IMPACTO 2021. ;3;2020;ATIVO;OUTRAS DESPESAS CORRENTES;3 - OUTRAS DESPESAS CORRENTES;"ADEQUAÇÃO DO PARAMETRO ""PERMITE REGIONALIZAÇÃO"".";90;2020;ATIVO;APLICAÇÕES DIRETAS;N/A;47;2020;ATIVO;OBRIGAÇÕES TRIBUTÁRIAS E CONTRIBUTIVAS;047 - OBRIGAÇÕES TRIBUTÁRIAS E CONTRIBUTIVAS;CARGA; ;NÃO;SIM;47006;2020;ATIVO;CONTRIBUIÇÃO PARA A FORMAÇÃO DO PASEP/PIS;047006 - CONTRIBUIÇÃO PARA A FORMAÇÃO DO PASEP/PIS;3190011013;#MULTIVALUE;ATIVO;3.1.90.011.013
3390047;2020;ATIVO;3.3.90.047;3;2020;ATIVO;DESPESAS CORRENTES;TESTE EDIÇÃO - IMPACTO 2021. ;3;2020;ATIVO;OUTRAS DESPESAS CORRENTES;3 - OUTRAS DESPESAS CORRENTES;"ADEQUAÇÃO DO PARAMETRO ""PERMITE REGIONALIZAÇÃO"".";90;2020;ATIVO;APLICAÇÕES DIRETAS;N/A;47;2020;ATIVO;OBRIGAÇÕES TRIBUTÁRIAS E CONTRIBUTIVAS;047 - OBRIGAÇÕES TRIBUTÁRIAS E CONTRIBUTIVAS;CARGA; ;NÃO;SIM;47099;2020;ATIVO;OUTROS - OBRIGAÇÕES TRIBUTÁRIAS E CONTRIBUTIVAS;047099 - OUTROS - OBRIGAÇÕES TRIBUTÁRIAS E CONTRIBUTIVAS;3190011014;#MULTIVALUE;ATIVO;3.1.90.011.014
3390049;2020;ATIVO;3.3.90.049;3;2020;ATIVO;DESPESAS CORRENTES;TESTE EDIÇÃO - IMPACTO 2021. ;3;2020;ATIVO;OUTRAS DESPESAS CORRENTES;3 - OUTRAS DESPESAS CORRENTES;"ADEQUAÇÃO DO PARAMETRO ""PERMITE REGIONALIZAÇÃO"".";90;2020;ATIVO;APLICAÇÕES DIRETAS;N/A;49;2020;ATIVO;AUXÍLIO-TRANSPORTE;049 - AUXÍLIO-TRANSPORTE;CARGA; ;NÃO;SIM;49001;2020;ATIVO;AUXÍLIO - TRANSPORTE - PECÚNIA;049001 - AUXÍLIO - TRANSPORTE - PECÚNIA;3190011015;#MULTIVALUE;ATIVO;3.1.90.011.015
3390093;2019;ATIVO;3.3.90.093;3;2019;ATIVO;DESPESAS CORRENTES;DESPESAS CORRENTES;3;2019;ATIVO;OUTRAS DESPESAS CORRENTES;3 - OUTRAS DESPESAS CORRENTES;DESLOQUEIO DA CATEGORIA ECONÔMICA;90;2019;ATIVO;APLICAÇÕES DIRETAS;N/A;93;2019;ATIVO;INDENIZAÇÕES E RESTITUIÇÕES;093 - INDENIZAÇÕES E RESTITUIÇÕES;CARGA; ;NÃO;SIM;93099;2019;ATIVO;OUTRAS INDENIZAÇÕES E RESTITUIÇÕES;093099 - OUTRAS INDENIZAÇÕES E RESTITUIÇÕES;3190011016;#MULTIVALUE;ATIVO;3.1.90.011.016
3390093;2020;ATIVO;3.3.90.093;3;2020;ATIVO;DESPESAS CORRENTES;TESTE EDIÇÃO - IMPACTO 2021. ;3;2020;ATIVO;OUTRAS DESPESAS CORRENTES;3 - OUTRAS DESPESAS CORRENTES;"ADEQUAÇÃO DO PARAMETRO ""PERMITE REGIONALIZAÇÃO"".";90;2020;ATIVO;APLICAÇÕES DIRETAS;N/A;93;2020;ATIVO;INDENIZAÇÕES E RESTITUIÇÕES;093 - INDENIZAÇÕES E RESTITUIÇÕES;CARGA; ;NÃO;SIM;93005;2020;ATIVO;DESPESAS DECORRENTES DE CONTRATOS DE CONCESSÃO OU PERMISSÃO;093005 - DESPESAS DECORRENTES DE CONTRATOS DE CONCESSÃO OU PERMISSÃO;3190011017;#MULTIVALUE;ATIVO;3.1.90.011.017
3390093;2020;ATIVO;3.3.90.093;3;2020;ATIVO;DESPESAS CORRENTES;TESTE EDIÇÃO - IMPACTO 2021. ;3;2020;ATIVO;OUTRAS DESPESAS CORRENTES;3 - OUTRAS DESPESAS CORRENTES;"ADEQUAÇÃO DO PARAMETRO ""PERMITE REGIONALIZAÇÃO"".";90;2020;ATIVO;APLICAÇÕES DIRETAS;N/A;93;2020;ATIVO;INDENIZAÇÕES E RESTITUIÇÕES;093 - INDENIZAÇÕES E RESTITUIÇÕES;CARGA; ;NÃO;SIM;93006;2020;ATIVO;RESTITUIÇÃO DE RECURSOS DE CONVÊNIO E DE CONTRAPARTIDA;093006 - RESTITUIÇÃO DE RECURSOS DE CONVÊNIO E DE CONTRAPARTIDA;3190011018;#MULTIVALUE;ATIVO;3.1.90.011.018
3390093;2020;ATIVO;3.3.90.093;3;2020;ATIVO;DESPESAS CORRENTES;TESTE EDIÇÃO - IMPACTO 2021. ;3;2020;ATIVO;OUTRAS DESPESAS CORRENTES;3 - OUTRAS DESPESAS CORRENTES;"ADEQUAÇÃO DO PARAMETRO ""PERMITE REGIONALIZAÇÃO"".";90;2020;ATIVO;APLICAÇÕES DIRETAS;N/A;93;2020;ATIVO;INDENIZAÇÕES E RESTITUIÇÕES;093 - INDENIZAÇÕES E RESTITUIÇÕES;CARGA; ;NÃO;SIM;93099;2020;ATIVO;OUTRAS INDENIZAÇÕES E RESTITUIÇÕES;093099 - OUTRAS INDENIZAÇÕES E RESTITUIÇÕES;3190011019;#MULTIVALUE;ATIVO;3.1.90.011.019
4440042;2020;ATIVO;4.4.40.042;4;2020;ATIVO;DESPESAS DE CAPITAL;REDAÇÃO. ;4;2020;ATIVO;INVESTIMENTOS;4 - INVESTIMENTOS;DESLOQUEIO DA CATEGORIA ECONÔMICA;40;2020;ATIVO;TRANSFERÊNCIAS A MUNICÍPIOS;N/A;42;2020;ATIVO;AUXÍLIOS;042 - AUXÍLIOS;EMPENHO; ;NÃO;SIM;42002;2020;ATIVO;AUXÍLIOS - TRANSFERÊNCIA VOLUNTÁRIA POR INSTRUMENTO JURÍDICO;042002 - AUXÍLIOS - TRANSFERÊNCIA VOLUNTÁRIA POR INSTRUMENTO JURÍDICO;3190011020;#MULTIVALUE;ATIVO;3.1.90.011.020
4490051;2020;ATIVO;4.4.90.051;4;2020;ATIVO;DESPESAS DE CAPITAL;REDAÇÃO. ;4;2020;ATIVO;INVESTIMENTOS;4 - INVESTIMENTOS;DESLOQUEIO DA CATEGORIA ECONÔMICA;90;2020;ATIVO;APLICAÇÕES DIRETAS;N/A;51;2020;ATIVO;OBRAS E INSTALAÇÕES;051 - OBRAS E INSTALAÇÕES;SRN FGTH K8IOÇC SDFIFJGIOWH VPIOGT ERITMHJ; ;SIM;SIM;51004;2020;ATIVO;INSTALAÇÕES PARA OBRAS EM ANDAMENTO;051004 - INSTALAÇÕES PARA OBRAS EM ANDAMENTO;3190011021;#MULTIVALUE;ATIVO;3.1.90.011.021
4490052;2020;ATIVO;4.4.90.052;4;2020;ATIVO;DESPESAS DE CAPITAL;REDAÇÃO. ;4;2020;ATIVO;INVESTIMENTOS;4 - INVESTIMENTOS;DESLOQUEIO DA CATEGORIA ECONÔMICA;90;2020;ATIVO;APLICAÇÕES DIRETAS;N/A;52;2020;ATIVO;EQUIPAMENTOS E MATERIAL PERMANENTE;052 - EQUIPAMENTOS E MATERIAL PERMANENTE;CARGA; ;NÃO;SIM;52007;2020;ATIVO;EQUIPAMENTOS DE INFORMÁTICA;052007 - EQUIPAMENTOS DE INFORMÁTICA;3190011022;#MULTIVALUE;ATIVO;3.1.90.011.022
4590061;2020;ATIVO;4.5.90.061;4;2020;ATIVO;DESPESAS DE CAPITAL;REDAÇÃO. ;5;2020;ATIVO;INVERSÕES FINANCEIRAS;5 - INVERSÕES FINANCEIRAS;DESLOQUEIO DA CATEGORIA ECONÔMICA;90;2020;ATIVO;APLICAÇÕES DIRETAS;N/A;61;2020;ATIVO;AQUISIÇÃO DE IMÓVEIS;061 - AQUISIÇÃO DE IMÓVEIS;EMPENHO; ;NÃO;SIM;61001;2020;ATIVO;TERRENOS;061001 - TERRENOS;3190011023;#MULTIVALUE;ATIVO;3.1.90.011.023
3190011024;#MULTIVALUE;ATIVO;3.1.90.011.024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3190011025;#MULTIVALUE;ATIVO;3.1.90.011.025;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3190011026;#MULTIVALUE;ATIVO;3.1.90.011.026;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3190011027;#MULTIVALUE;ATIVO;3.1.90.011.027;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3190011028;#MULTIVALUE;ATIVO;3.1.90.011.028;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3190011029;#MULTIVALUE;ATIVO;3.1.90.011.029;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3190011030;#MULTIVALUE;ATIVO;3.1.90.011.030;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3190011032;#MULTIVALUE;ATIVO;3.1.90.011.032;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3190011033;#MULTIVALUE;ATIVO;3.1.90.011.033;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3190011034;#MULTIVALUE;ATIVO;3.1.90.011.034;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3190011035;#MULTIVALUE;ATIVO;3.1.90.011.035;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3190011036;#MULTIVALUE;ATIVO;3.1.90.011.036;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3190011037;#MULTIVALUE;ATIVO;3.1.90.011.037;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3190011038;#MULTIVALUE;ATIVO;3.1.90.011.038;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3190011039;#MULTIVALUE;ATIVO;3.1.90.011.039;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3190011040;#MULTIVALUE;ATIVO;3.1.90.011.040;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3190011041;#MULTIVALUE;ATIVO;3.1.90.011.041;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3190011043;#MULTIVALUE;ATIVO;3.1.90.011.043;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3190011044;#MULTIVALUE;ATIVO;3.1.90.011.044;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3190011045;#MULTIVALUE;ATIVO;3.1.90.011.045;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3190011046;#MULTIVALUE;ATIVO;3.1.90.011.046;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3190011047;#MULTIVALUE;ATIVO;3.1.90.011.047;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3190011048;#MULTIVALUE;ATIVO;3.1.90.011.048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3190011049;#MULTIVALUE;ATIVO;3.1.90.011.049;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3190011050;#MULTIVALUE;ATIVO;3.1.90.011.050;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3190011051;#MULTIVALUE;ATIVO;3.1.90.011.051;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3190011052;#MULTIVALUE;ATIVO;3.1.90.011.052;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3190011053;#MULTIVALUE;#MULTIVALUE;3.1.90.011.053;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3190011054;#MULTIVALUE;ATIVO;3.1.90.011.054;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3190011055;#MULTIVALUE;ATIVO;3.1.90.011.055;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3190011056;#MULTIVALUE;ATIVO;3.1.90.011.056;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3190011057;#MULTIVALUE;ATIVO;3.1.90.011.057;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3190011058;#MULTIVALUE;ATIVO;3.1.90.011.058;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3190011059;#MULTIVALUE;ATIVO;3.1.90.011.059;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3190011060;#MULTIVALUE;ATIVO;3.1.90.011.060;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3190011061;#MULTIVALUE;ATIVO;3.1.90.011.061;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3190011062;#MULTIVALUE;ATIVO;3.1.90.011.062;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3190011063;#MULTIVALUE;ATIVO;3.1.90.011.063;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3190011099;#MULTIVALUE;ATIVO;3.1.90.011.099;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3190012001;#MULTIVALUE;ATIVO;3.1.90.012.001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3190012002;#MULTIVALUE;ATIVO;3.1.90.012.002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3190012003;#MULTIVALUE;ATIVO;3.1.90.012.003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3190012004;#MULTIVALUE;ATIVO;3.1.90.012.004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3190012005;#MULTIVALUE;ATIVO;3.1.90.012.005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3190012006;#MULTIVALUE;ATIVO;3.1.90.012.006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3190012007;#MULTIVALUE;ATIVO;3.1.90.012.007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3190012008;#MULTIVALUE;ATIVO;3.1.90.012.008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3190012009;#MULTIVALUE;ATIVO;3.1.90.012.009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3190012010;#MULTIVALUE;ATIVO;3.1.90.012.010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3190012099;#MULTIVALUE;ATIVO;3.1.90.012.099;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3190013004;#MULTIVALUE;ATIVO;3.1.90.013.004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3190013005;#MULTIVALUE;ATIVO;3.1.90.013.005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3190013006;#MULTIVALUE;ATIVO;3.1.90.013.006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3190013007;#MULTIVALUE;ATIVO;3.1.90.013.007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3190013008;#MULTIVALUE;ATIVO;3.1.90.013.008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3190013009;#MULTIVALUE;ATIVO;3.1.90.013.009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3190013010;#MULTIVALUE;ATIVO;3.1.90.013.010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3190013013;#MULTIVALUE;ATIVO;3.1.90.013.013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3190013014;#MULTIVALUE;ATIVO;3.1.90.013.014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3190013015;#MULTIVALUE;ATIVO;3.1.90.013.015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3190013016;#MULTIVALUE;ATIVO;3.1.90.013.016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3190013017;#MULTIVALUE;ATIVO;3.1.90.013.017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3190013018;#MULTIVALUE;ATIVO;3.1.90.013.018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3190013019;#MULTIVALUE;ATIVO;3.1.90.013.019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3190013020;#MULTIVALUE;ATIVO;3.1.90.013.020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3190013021;#MULTIVALUE;ATIVO;3.1.90.013.021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3190013022;#MULTIVALUE;ATIVO;3.1.90.013.022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3190013023;#MULTIVALUE;ATIVO;3.1.90.013.023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3190013024;#MULTIVALUE;ATIVO;3.1.90.013.024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3190013025;#MULTIVALUE;ATIVO;3.1.90.013.025;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3190016001;#MULTIVALUE;ATIVO;3.1.90.016.001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3190016002;#MULTIVALUE;ATIVO;3.1.90.016.002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3190016003;#MULTIVALUE;ATIVO;3.1.90.016.003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3190016004;#MULTIVALUE;ATIVO;3.1.90.016.004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3190016005;#MULTIVALUE;ATIVO;3.1.90.016.005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3190016006;#MULTIVALUE;ATIVO;3.1.90.016.006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3190017001;#MULTIVALUE;ATIVO;3.1.90.017.001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3190034001;#MULTIVALUE;ATIVO;3.1.90.034.001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3190034002;#MULTIVALUE;ATIVO;3.1.90.034.002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3190053001;#MULTIVALUE;ATIVO;3.1.90.053.001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3190054001;#MULTIVALUE;ATIVO;3.1.90.054.001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3190055001;#MULTIVALUE;ATIVO;3.1.90.055.001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3190056001;#MULTIVALUE;ATIVO;3.1.90.056.001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3190057001;#MULTIVALUE;ATIVO;3.1.90.057.001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3190058001;#MULTIVALUE;ATIVO;3.1.90.058.001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3190059002;#MULTIVALUE;ATIVO;3.1.90.059.002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3190059003;#MULTIVALUE;ATIVO;3.1.90.059.003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3190059004;#MULTIVALUE;ATIVO;3.1.90.059.004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3190059005;#MULTIVALUE;ATIVO;3.1.90.059.005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3190059006;#MULTIVALUE;ATIVO;3.1.90.059.006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3190059007;#MULTIVALUE;ATIVO;3.1.90.059.007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3190059008;#MULTIVALUE;ATIVO;3.1.90.059.008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3190067001;#MULTIVALUE;ATIVO;3.1.90.067.001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3190091002;#MULTIVALUE;ATIVO;3.1.90.091.002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3190091003;#MULTIVALUE;ATIVO;3.1.90.091.003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3190091007;#MULTIVALUE;ATIVO;3.1.90.091.007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3190091008;#MULTIVALUE;ATIVO;3.1.90.091.008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3190092001;#MULTIVALUE;ATIVO;3.1.90.092.001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3190092002;#MULTIVALUE;ATIVO;3.1.90.092.002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3190092003;#MULTIVALUE;ATIVO;3.1.90.092.003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3190093001;#MULTIVALUE;ATIVO;3.1.90.093.001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
